epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,9485.57,0.81785,0.44457,0.96675,0.86763,0.83348,0.86821,0.53911,1.20946,0.55662,1.14217,0.003862,0.003862,0.003862
188,9536.21,0.82115,0.44118,0.96547,0.86806,0.83348,0.86787,0.53913,1.20954,0.55694,1.14225,0.003829,0.003829,0.003829
189,9586.69,0.814,0.44205,0.96595,0.86837,0.83229,0.86779,0.53909,1.2099,0.55619,1.14244,0.003796,0.003796,0.003796
190,9637.47,0.80841,0.44127,0.96982,0.86763,0.83286,0.86778,0.53914,1.2101,0.55665,1.14248,0.003763,0.003763,0.003763
191,9688.25,0.81869,0.4437,0.97001,0.86891,0.83233,0.86791,0.5396,1.21038,0.55658,1.14271,0.00373,0.00373,0.00373
192,9739.2,0.81498,0.44138,0.96631,0.86759,0.83123,0.86768,0.53934,1.21037,0.55695,1.14256,0.003697,0.003697,0.003697
193,9789.75,0.80651,0.4342,0.96711,0.86554,0.83269,0.86767,0.53968,1.2105,0.55638,1.1427,0.003664,0.003664,0.003664
194,9840.31,0.81192,0.43919,0.96438,0.86896,0.83028,0.868,0.5399,1.21053,0.55676,1.14259,0.003631,0.003631,0.003631
195,9891.14,0.79051,0.42818,0.95998,0.8687,0.82894,0.86763,0.5398,1.21054,0.55596,1.14254,0.003598,0.003598,0.003598
196,9941.78,0.805,0.43221,0.96779,0.85832,0.83851,0.86767,0.53995,1.21037,0.55575,1.14279,0.003565,0.003565,0.003565
197,9992.3,0.79712,0.43206,0.96242,0.86149,0.83721,0.86756,0.54018,1.21038,0.55563,1.14273,0.003532,0.003532,0.003532
198,10042.9,0.79595,0.42934,0.96025,0.86954,0.82642,0.86739,0.53999,1.21062,0.5556,1.14291,0.003499,0.003499,0.003499
199,10093.4,0.78798,0.42862,0.95777,0.86901,0.82642,0.86724,0.54018,1.21026,0.55567,1.14247,0.003466,0.003466,0.003466
200,10144,0.79655,0.43,0.95965,0.86846,0.82842,0.86714,0.54008,1.21002,0.55572,1.14232,0.003433,0.003433,0.003433
201,10194.8,0.78184,0.43091,0.96046,0.86905,0.8281,0.86714,0.53997,1.21078,0.55567,1.14224,0.0034,0.0034,0.0034
202,10245.4,0.77942,0.42005,0.95417,0.86845,0.82897,0.86718,0.53984,1.211,0.55626,1.14252,0.003367,0.003367,0.003367
203,10296.2,0.7777,0.42275,0.95357,0.86799,0.82985,0.86791,0.54021,1.21125,0.55626,1.14271,0.003334,0.003334,0.003334
204,10346.9,0.77346,0.42328,0.95651,0.86461,0.83109,0.86795,0.54071,1.21065,0.55565,1.14216,0.003301,0.003301,0.003301
205,10399.8,0.79069,0.43078,0.96019,0.85816,0.83807,0.86681,0.53997,1.21099,0.55569,1.14263,0.003268,0.003268,0.003268
206,10450.6,0.78977,0.42886,0.95682,0.85952,0.83798,0.86666,0.54032,1.21119,0.55596,1.14257,0.003235,0.003235,0.003235
207,10501.5,0.77191,0.42239,0.9563,0.85973,0.83752,0.86602,0.54038,1.21087,0.55574,1.14246,0.003202,0.003202,0.003202
208,10552.3,0.77201,0.41861,0.95304,0.86144,0.83748,0.86712,0.54111,1.21133,0.556,1.14271,0.003169,0.003169,0.003169
209,10603.1,0.77455,0.41868,0.95577,0.85821,0.83808,0.8665,0.54104,1.21159,0.55613,1.14289,0.003136,0.003136,0.003136
210,10653.8,0.77717,0.42008,0.95416,0.85755,0.83718,0.86535,0.54097,1.21149,0.55687,1.1427,0.003103,0.003103,0.003103
211,10704.2,0.76996,0.41827,0.95146,0.85752,0.83792,0.86561,0.54069,1.21165,0.55651,1.14261,0.00307,0.00307,0.00307
212,10754.9,0.76922,0.41769,0.95216,0.85706,0.84055,0.86602,0.54085,1.21139,0.55639,1.14233,0.003037,0.003037,0.003037
213,10805.3,0.7582,0.4118,0.9508,0.85726,0.8401,0.86581,0.54133,1.21138,0.55635,1.14222,0.003004,0.003004,0.003004
214,10856,0.76463,0.41508,0.9492,0.85464,0.84196,0.86587,0.54117,1.2115,0.55659,1.14229,0.002971,0.002971,0.002971
215,10906.3,0.7505,0.40846,0.94501,0.85474,0.84205,0.86581,0.54188,1.21144,0.55558,1.14233,0.002938,0.002938,0.002938
216,10957,0.76053,0.40945,0.94809,0.85497,0.84167,0.86592,0.5417,1.21142,0.55621,1.14244,0.002905,0.002905,0.002905
217,11007.8,0.75015,0.40733,0.94748,0.8554,0.84158,0.86594,0.54125,1.21153,0.55593,1.14262,0.002872,0.002872,0.002872
218,11058.5,0.74255,0.40597,0.94551,0.85489,0.84145,0.86595,0.54162,1.21139,0.55667,1.14254,0.002839,0.002839,0.002839
219,11109.3,0.74767,0.40408,0.94353,0.85488,0.84133,0.8655,0.54172,1.21177,0.55627,1.14246,0.002806,0.002806,0.002806
220,11159.9,0.74058,0.40103,0.94134,0.85489,0.84144,0.86497,0.5413,1.2116,0.55626,1.14245,0.002773,0.002773,0.002773
221,11210.5,0.74316,0.40585,0.94055,0.85714,0.84257,0.86587,0.54116,1.21225,0.55633,1.14267,0.00274,0.00274,0.00274
222,11261.4,0.74261,0.40355,0.94196,0.85729,0.84133,0.86503,0.54099,1.21267,0.55668,1.14286,0.002707,0.002707,0.002707
223,11311.8,0.74128,0.39978,0.93791,0.85576,0.84326,0.8662,0.5414,1.21191,0.55711,1.14285,0.002674,0.002674,0.002674
224,11362.6,0.73833,0.39914,0.94638,0.85609,0.84366,0.86673,0.54207,1.21278,0.55711,1.14322,0.002641,0.002641,0.002641
225,11413.4,0.73612,0.40346,0.94404,0.85645,0.8401,0.86538,0.54153,1.21245,0.55759,1.1431,0.002608,0.002608,0.002608
226,11463.9,0.73561,0.39866,0.94114,0.85884,0.84046,0.86661,0.54205,1.21219,0.55692,1.14311,0.002575,0.002575,0.002575
227,11514.3,0.73328,0.39843,0.93803,0.85973,0.84021,0.86663,0.54146,1.21259,0.55755,1.14328,0.002542,0.002542,0.002542
228,11564.9,0.73976,0.40136,0.94044,0.86026,0.84056,0.86733,0.54184,1.21222,0.55746,1.14307,0.002509,0.002509,0.002509
229,11615.5,0.73456,0.40002,0.93552,0.86035,0.84102,0.86879,0.54215,1.21295,0.55781,1.14357,0.002476,0.002476,0.002476
230,11665.9,0.73853,0.40034,0.93549,0.86037,0.84121,0.86874,0.54233,1.21268,0.55824,1.1434,0.002443,0.002443,0.002443
231,11716.7,0.72332,0.3979,0.93843,0.85969,0.84033,0.86767,0.54214,1.21316,0.55874,1.14397,0.00241,0.00241,0.00241
232,11767.3,0.71626,0.39463,0.93447,0.86015,0.84047,0.86703,0.542,1.21297,0.55922,1.14362,0.002377,0.002377,0.002377
233,11818.2,0.70976,0.38786,0.92956,0.86125,0.84,0.86713,0.54293,1.21318,0.55966,1.14367,0.002344,0.002344,0.002344
234,11868.9,0.7131,0.38773,0.93313,0.8607,0.84106,0.86802,0.54158,1.21383,0.55992,1.14413,0.002311,0.002311,0.002311
235,11919.3,0.71684,0.39154,0.93592,0.85993,0.83982,0.86804,0.54198,1.21384,0.55917,1.14415,0.002278,0.002278,0.002278
236,11970,0.71245,0.3881,0.93275,0.86027,0.83956,0.86809,0.54154,1.21354,0.55932,1.14411,0.002245,0.002245,0.002245
237,12020.9,0.71294,0.38393,0.92647,0.85939,0.84018,0.86814,0.54237,1.21359,0.56029,1.1441,0.002212,0.002212,0.002212
238,12071.2,0.71887,0.38602,0.92944,0.86028,0.83912,0.86866,0.54273,1.21424,0.55985,1.14408,0.002179,0.002179,0.002179
239,12121.6,0.71123,0.38722,0.93044,0.87238,0.82593,0.86654,0.54291,1.21454,0.56084,1.14432,0.002146,0.002146,0.002146
240,12172.2,0.70926,0.38723,0.93041,0.87108,0.82581,0.86555,0.54222,1.21461,0.56095,1.14449,0.002113,0.002113,0.002113
241,12222.8,0.70522,0.3833,0.92846,0.87219,0.82567,0.86585,0.54277,1.21412,0.56129,1.14436,0.00208,0.00208,0.00208
242,12273.5,0.69414,0.37661,0.92593,0.87281,0.82627,0.86636,0.54262,1.21458,0.5616,1.14461,0.002047,0.002047,0.002047
243,12324.2,0.69715,0.38363,0.92647,0.86946,0.82812,0.86612,0.5427,1.21484,0.56227,1.14436,0.002014,0.002014,0.002014
244,12375.2,0.6941,0.3756,0.92355,0.87066,0.8292,0.86626,0.54279,1.21485,0.56232,1.14467,0.001981,0.001981,0.001981
245,12425.9,0.70813,0.38347,0.92615,0.87095,0.82989,0.86655,0.54271,1.21519,0.56325,1.14492,0.001948,0.001948,0.001948
246,12476.6,0.68311,0.37149,0.92345,0.87185,0.82838,0.8662,0.54309,1.21532,0.56331,1.14517,0.001915,0.001915,0.001915
247,12527.3,0.68801,0.37537,0.92149,0.87332,0.83052,0.86701,0.54335,1.2158,0.56407,1.14548,0.001882,0.001882,0.001882
248,12577.9,0.67499,0.36879,0.923,0.87311,0.83046,0.86698,0.54307,1.21647,0.56449,1.14588,0.001849,0.001849,0.001849
249,12628.8,0.67171,0.36791,0.91678,0.87272,0.83152,0.86761,0.54343,1.21661,0.5645,1.14584,0.001816,0.001816,0.001816
250,12678.9,0.6842,0.37389,0.92347,0.86978,0.83381,0.86705,0.54352,1.21703,0.56489,1.14598,0.001783,0.001783,0.001783
251,12729.5,0.68076,0.369,0.92022,0.86994,0.83381,0.86777,0.54361,1.21688,0.56523,1.14604,0.00175,0.00175,0.00175
252,12779.9,0.6845,0.37184,0.91991,0.87086,0.83208,0.86756,0.54322,1.21772,0.5661,1.14598,0.001717,0.001717,0.001717
253,12830.6,0.67345,0.36788,0.91885,0.87096,0.83191,0.86749,0.54353,1.21799,0.56654,1.14607,0.001684,0.001684,0.001684
254,12881.3,0.66699,0.36454,0.91889,0.87007,0.83187,0.86736,0.54357,1.21795,0.56749,1.14624,0.001651,0.001651,0.001651
255,12931.9,0.66794,0.3664,0.91891,0.86815,0.83125,0.86647,0.54335,1.21843,0.56826,1.14655,0.001618,0.001618,0.001618
256,12982.6,0.66385,0.36374,0.91336,0.86838,0.83007,0.86558,0.54304,1.21831,0.56874,1.14661,0.001585,0.001585,0.001585
257,13032.8,0.66058,0.36596,0.91827,0.86616,0.83297,0.86549,0.54321,1.21863,0.56977,1.14679,0.001552,0.001552,0.001552
258,13083.5,0.66523,0.36223,0.91287,0.86414,0.83522,0.86619,0.54376,1.21856,0.57062,1.14638,0.001519,0.001519,0.001519
259,13134.2,0.65655,0.35964,0.91394,0.86273,0.83522,0.86502,0.54373,1.21937,0.57149,1.14676,0.001486,0.001486,0.001486
260,13185,0.65791,0.35905,0.91308,0.86176,0.83525,0.86455,0.54371,1.21929,0.57229,1.14684,0.001453,0.001453,0.001453
261,13235.6,0.65282,0.35894,0.90984,0.86396,0.83145,0.86439,0.54409,1.21967,0.57239,1.14706,0.00142,0.00142,0.00142
262,13286.2,0.65936,0.35576,0.91384,0.86507,0.82895,0.8638,0.54346,1.22038,0.57344,1.1474,0.001387,0.001387,0.001387
263,13337,0.65592,0.35642,0.91305,0.86442,0.82964,0.86441,0.5437,1.22028,0.5751,1.14753,0.001354,0.001354,0.001354
264,13387.4,0.64704,0.35287,0.90896,0.86502,0.82985,0.86534,0.54354,1.22054,0.57567,1.14774,0.001321,0.001321,0.001321
265,13438.4,0.65921,0.36001,0.91285,0.8649,0.82772,0.86443,0.54437,1.22103,0.57658,1.1476,0.001288,0.001288,0.001288
266,13489,0.64379,0.35159,0.91009,0.86698,0.82895,0.86528,0.54387,1.22103,0.57732,1.14799,0.001255,0.001255,0.001255
267,13539.3,0.63262,0.34498,0.90425,0.8646,0.83081,0.86534,0.54404,1.22153,0.57806,1.14839,0.001222,0.001222,0.001222
268,13589.9,0.63654,0.34812,0.90401,0.86446,0.83081,0.86536,0.54428,1.2222,0.57828,1.14864,0.001189,0.001189,0.001189
269,13640.4,0.63368,0.34328,0.90469,0.86379,0.83036,0.86478,0.54356,1.22251,0.57953,1.14905,0.001156,0.001156,0.001156
270,13691,0.63135,0.34392,0.90715,0.86427,0.83098,0.86481,0.54382,1.22325,0.58073,1.1493,0.001123,0.001123,0.001123
271,13741.4,0.63947,0.34638,0.90427,0.86282,0.82974,0.86458,0.54369,1.22357,0.58145,1.14894,0.00109,0.00109,0.00109
272,13792.1,0.62738,0.34261,0.90616,0.86257,0.82941,0.86485,0.54429,1.22332,0.58198,1.14916,0.001057,0.001057,0.001057
273,13842.7,0.62562,0.34233,0.90385,0.86176,0.82913,0.86474,0.54457,1.22419,0.58266,1.14947,0.001024,0.001024,0.001024
274,13893.6,0.62475,0.34443,0.90501,0.87367,0.82006,0.86481,0.54385,1.22377,0.58264,1.14953,0.000991,0.000991,0.000991
275,13946.5,0.62986,0.34213,0.90241,0.87448,0.81919,0.86485,0.54445,1.22391,0.58372,1.14979,0.000958,0.000958,0.000958
276,13997,0.61399,0.3337,0.90379,0.87524,0.81906,0.86499,0.54465,1.22402,0.58401,1.15011,0.000925,0.000925,0.000925
277,14047.8,0.61944,0.33313,0.9014,0.87642,0.81844,0.8642,0.54465,1.22411,0.58386,1.15039,0.000892,0.000892,0.000892
278,14098.3,0.61492,0.33517,0.90255,0.87521,0.81906,0.86416,0.54404,1.22439,0.58476,1.15063,0.000859,0.000859,0.000859
279,14149,0.61847,0.33695,0.90444,0.87658,0.81852,0.86432,0.54489,1.22436,0.58529,1.15067,0.000826,0.000826,0.000826
280,14199.3,0.60781,0.33032,0.89965,0.87616,0.81879,0.86402,0.54443,1.22454,0.58539,1.15107,0.000793,0.000793,0.000793
281,14250.2,0.61157,0.33176,0.89795,0.87648,0.81872,0.86375,0.54365,1.22459,0.58651,1.15116,0.00076,0.00076,0.00076
282,14301.2,0.61701,0.33827,0.89871,0.87608,0.8183,0.86399,0.5446,1.22419,0.58704,1.15133,0.000727,0.000727,0.000727
283,14351.9,0.60061,0.32979,0.89483,0.87841,0.81756,0.86399,0.54453,1.22445,0.5876,1.15159,0.000694,0.000694,0.000694
284,14402.2,0.60306,0.32772,0.89821,0.878,0.81694,0.86372,0.54489,1.22394,0.58709,1.15172,0.000661,0.000661,0.000661
285,14452.5,0.59535,0.32628,0.89692,0.87834,0.81694,0.86365,0.54411,1.22435,0.58771,1.15206,0.000628,0.000628,0.000628
286,14503.3,0.5934,0.32866,0.89821,0.87814,0.81694,0.86375,0.54439,1.22439,0.58847,1.15236,0.000595,0.000595,0.000595
287,14554,0.59735,0.32478,0.89888,0.88027,0.81809,0.86405,0.5444,1.22424,0.58891,1.15246,0.000562,0.000562,0.000562
288,14604.7,0.59183,0.3233,0.89577,0.87897,0.81756,0.86323,0.54427,1.22409,0.58947,1.15269,0.000529,0.000529,0.000529
289,14655.2,0.58555,0.32245,0.89293,0.87895,0.81727,0.8633,0.54455,1.22399,0.58994,1.15301,0.000496,0.000496,0.000496
290,14705.5,0.58644,0.3214,0.89169,0.87841,0.8174,0.86315,0.54417,1.22417,0.59018,1.15356,0.000463,0.000463,0.000463
291,14757.4,0.50161,0.25896,0.8404,0.87714,0.81817,0.86329,0.54438,1.22374,0.59034,1.15391,0.00043,0.00043,0.00043
292,14807.5,0.4942,0.25645,0.83839,0.8772,0.81758,0.86293,0.54429,1.22398,0.59114,1.15449,0.000397,0.000397,0.000397
293,14857.4,0.48409,0.24991,0.83444,0.87627,0.8177,0.86288,0.54481,1.22424,0.59123,1.15499,0.000364,0.000364,0.000364
294,14907.5,0.47997,0.24915,0.83433,0.8754,0.81686,0.86261,0.54452,1.22444,0.59193,1.15535,0.000331,0.000331,0.000331
295,14957.6,0.47647,0.24873,0.83473,0.8742,0.8165,0.8626,0.5443,1.22418,0.59182,1.15571,0.000298,0.000298,0.000298
296,15007.8,0.47121,0.24473,0.83354,0.87387,0.8165,0.86246,0.5451,1.22428,0.59308,1.15612,0.000265,0.000265,0.000265
297,15058,0.47837,0.24927,0.83347,0.87318,0.81588,0.86227,0.54435,1.22479,0.59387,1.15672,0.000232,0.000232,0.000232
298,15108.4,0.46928,0.24427,0.82995,0.87477,0.81632,0.86189,0.54448,1.22472,0.59421,1.15684,0.000199,0.000199,0.000199
299,15158.6,0.45792,0.23877,0.82533,0.87457,0.81598,0.86203,0.54497,1.22446,0.59494,1.15698,0.000166,0.000166,0.000166
300,15208.5,0.46298,0.24223,0.83219,0.87441,0.81623,0.86199,0.54501,1.22467,0.59583,1.15738,0.000133,0.000133,0.000133
